date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:19:42	23652/23652	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:42%20GMT	https://www.careerplanwiki.com/wiki/%e5%a4%a7%e5%ad%a6%e7%94%9f%e6%af%94%e8%b5%9b	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e5%a4%a7%e5%ad%a6%e7%94%9f%e6%af%94%e8%b5%9b.html	(from https://www.careerplanwiki.com/)
17:19:42	17683/17683	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:42%20GMT	https://www.careerplanwiki.com/position	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/position.html	(from https://www.careerplanwiki.com/)
17:19:42	8440/8440	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:42%20GMT	https://www.careerplanwiki.com/wiki/%e5%85%b3%e4%ba%8e%e6%88%91%e4%bb%ac	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e5%85%b3%e4%ba%8e%e6%88%91%e4%bb%ac.html	(from https://www.careerplanwiki.com/)
17:19:42	7850/7850	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:42%20GMT	https://www.careerplanwiki.com/wiki/%e5%8f%8b%e6%83%85%e9%93%be%e6%8e%a5	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e5%8f%8b%e6%83%85%e9%93%be%e6%8e%a5.html	(from https://www.careerplanwiki.com/)
17:19:42	7850/7850	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:42%20GMT	https://www.careerplanwiki.com/wiki/%e8%81%94%e7%b3%bb%e6%88%91%e4%bb%ac	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e8%81%94%e7%b3%bb%e6%88%91%e4%bb%ac.html	(from https://www.careerplanwiki.com/)
17:19:42	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c25decb-4f6f%22	https://www.careerplanwiki.com/assets/wiki/bootstrap/fonts/glyphicons-halflings-regular.eot	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/assets/wiki/bootstrap/fonts/glyphicons-halflings-regular.eot	(from https://www.careerplanwiki.com/assets/wiki/bootstrap/css/bootstrap.min.css?v=1.0-20200221-1335)
17:19:43	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c25decb-4f6f%22	https://www.careerplanwiki.com/assets/wiki/bootstrap/fonts/glyphicons-halflings-regular.eot?	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/assets/wiki/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from https://www.careerplanwiki.com/assets/wiki/bootstrap/css/bootstrap.min.css?v=1.0-20200221-1335)
17:19:43	7850/7850	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:43%20GMT	https://www.careerplanwiki.com/wiki/%e6%9d%83%e5%88%a9%e9%80%9a%e7%9f%a5	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e6%9d%83%e5%88%a9%e9%80%9a%e7%9f%a5.html	(from https://www.careerplanwiki.com/)
17:19:43	23320/23320	---M--	200	added ('OK')	application/font-woff	etag:%225c25decb-5b18%22	https://www.careerplanwiki.com/assets/wiki/bootstrap/fonts/glyphicons-halflings-regular.woff	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/assets/wiki/bootstrap/fonts/glyphicons-halflings-regular.woff	(from https://www.careerplanwiki.com/assets/wiki/bootstrap/css/bootstrap.min.css?v=1.0-20200221-1335)
17:19:43	7850/7850	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:43%20GMT	https://www.careerplanwiki.com/wiki/%e9%9a%90%e7%a7%81%e6%94%bf%e7%ad%96	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e9%9a%90%e7%a7%81%e6%94%bf%e7%ad%96.html	(from https://www.careerplanwiki.com/)
17:19:43	41280/41280	---M--	200	added ('OK')	application/octet-stream	etag:%225c25decb-a140%22	https://www.careerplanwiki.com/assets/wiki/bootstrap/fonts/glyphicons-halflings-regular.ttf	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/assets/wiki/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from https://www.careerplanwiki.com/assets/wiki/bootstrap/css/bootstrap.min.css?v=1.0-20200221-1335)
17:19:44	62926/62926	---M--	200	added ('OK')	image/svg+xml	etag:%225c25decb-f5ce%22	https://www.careerplanwiki.com/assets/wiki/bootstrap/fonts/glyphicons-halflings-regular.svg	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/assets/wiki/bootstrap/fonts/glyphicons-halflings-regular.svg	(from https://www.careerplanwiki.com/assets/wiki/bootstrap/css/bootstrap.min.css?v=1.0-20200221-1335)
17:19:44	0/0	U-----	200	untouched ('')	application/javascript	etag:W/%225c25decb-63b5%22	https://www.careerplanwiki.com/assets/common/js/sea-debug.js?v=1.0-20200221-1335	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/assets/common/js/sea-debug2c03.js	(from https://www.careerplanwiki.com/)
17:19:44	12544/12544	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c25decb-3100%22	https://www.careerplanwiki.com/assets/wiki/iconfont/iconfont.eot?t=1514443940093	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/assets/wiki/iconfont/iconfont60a9.eot	(from https://www.careerplanwiki.com/assets/wiki/iconfont/iconfont.css?v=1.0-20200221-1335)
17:19:44	12376/12376	---M--	200	added ('OK')	application/octet-stream	etag:%225c25decb-3058%22	https://www.careerplanwiki.com/assets/wiki/iconfont/iconfont.ttf?t=1514443940093	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/assets/wiki/iconfont/iconfont60a9.ttf	(from https://www.careerplanwiki.com/assets/wiki/iconfont/iconfont.css?v=1.0-20200221-1335)
17:19:44	591/591	U-----	200	untouched ('')	application/javascript	etag:%225c25decb-24f%22	https://www.careerplanwiki.com/assets/wiki/js/sea.config.js?v=1.0-20200221-1335	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/assets/wiki/js/sea.config2c03.js	(from https://www.careerplanwiki.com/)
17:19:45	54625/54625	---M--	200	added ('OK')	image/svg+xml	etag:%225c25decb-d561%22	https://www.careerplanwiki.com/assets/wiki/iconfont/iconfont.svg?t=1514443940093	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/assets/wiki/iconfont/iconfont60a9.svg	(from https://www.careerplanwiki.com/assets/wiki/iconfont/iconfont.css?v=1.0-20200221-1335)
17:19:45	27421/27421	---M--	200	added ('OK')	image/jpeg	etag:%225c25decb-6b1d%22	https://www.careerplanwiki.com/assets/wiki/images/background_position.jpg	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/assets/wiki/images/background_position.jpg	(from https://www.careerplanwiki.com/assets/wiki/css/style.css?v=1.0-20200221-1335)
17:19:45	9498/9498	---M--	200	added ('OK')	image/png	etag:%225c25decb-251a%22	https://www.careerplanwiki.com/assets/wiki/img/gaokao_fe2.png	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/assets/wiki/img/gaokao_fe2.png	(from https://www.careerplanwiki.com/assets/wiki/css/style.css?v=1.0-20200221-1335)
17:19:45	210/210	---M--	200	added ('OK')	image/png	etag:%225c25decb-d2%22	https://www.careerplanwiki.com/assets/wiki/img/icon_close.png	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/assets/wiki/img/icon_close.png	(from https://www.careerplanwiki.com/assets/wiki/css/style.css?v=1.0-20200221-1335)
17:19:45	24941/24941	---M--	200	added ('OK')	image/jpeg	etag:%225c25decb-616d%22	https://www.careerplanwiki.com/assets/wiki/images/background_trade.jpg	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/assets/wiki/images/background_trade.jpg	(from https://www.careerplanwiki.com/assets/wiki/css/style.css?v=1.0-20200221-1335)
17:19:45	2344/2344	---M--	200	added ('OK')	image/jpeg	etag:%225c25decb-928%22	https://www.careerplanwiki.com/assets/wiki/images/bg2.jpg	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/assets/wiki/images/bg2.jpg	(from https://www.careerplanwiki.com/assets/wiki/css/style.css?v=1.0-20200221-1335)
17:19:46	1031/1031	---M--	200	added ('OK')	image/png	etag:%225c25decb-407%22	https://www.careerplanwiki.com/assets/wiki/images/tt-bg.png	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/assets/wiki/images/tt-bg.png	(from https://www.careerplanwiki.com/assets/wiki/css/style.css?v=1.0-20200221-1335)
17:19:46	21765/21765	UR-MCZ	200	updated ('OK')	text/css	etag:W/%225c25decb-5505%22	https://www.careerplanwiki.com/assets/common/css/swiper/swiper.css?v=1.0-20200221-1335	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/assets/common/css/swiper/swiper2c03.css	(from https://www.careerplanwiki.com/school)
17:19:47	15150/15150	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:46%20GMT	https://www.careerplanwiki.com/wiki/%e5%93%b2%e5%ad%a6/3716	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e5%93%b2%e5%ad%a6/3716.html	(from https://www.careerplanwiki.com/major)
17:19:47	15776/15776	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:47%20GMT	https://www.careerplanwiki.com/wiki/%e9%80%bb%e8%be%91%e5%ad%a6/3717	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e9%80%bb%e8%be%91%e5%ad%a6/3717.html	(from https://www.careerplanwiki.com/major)
17:19:47	15374/15374	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:47%20GMT	https://www.careerplanwiki.com/wiki/%e5%ae%97%e6%95%99%e5%ad%a6/3718	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e5%ae%97%e6%95%99%e5%ad%a6/3718.html	(from https://www.careerplanwiki.com/major)
17:19:47	15804/15804	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:47%20GMT	https://www.careerplanwiki.com/wiki/%e4%bc%a6%e7%90%86%e5%ad%a6/3719	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e4%bc%a6%e7%90%86%e5%ad%a6/3719.html	(from https://www.careerplanwiki.com/major)
17:19:47	15841/15841	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:47%20GMT	https://www.careerplanwiki.com/wiki/%e8%b4%a2%e6%94%bf%e5%ad%a6/3720	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e8%b4%a2%e6%94%bf%e5%ad%a6/3720.html	(from https://www.careerplanwiki.com/major)
17:19:48	16128/16128	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:48%20GMT	https://www.careerplanwiki.com/wiki/%e7%a8%8e%e6%94%b6%e5%ad%a6/3721	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e7%a8%8e%e6%94%b6%e5%ad%a6/3721.html	(from https://www.careerplanwiki.com/major)
17:19:48	13025/13025	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:48%20GMT	https://www.careerplanwiki.com/wiki/%e5%9b%bd%e9%99%85%e7%a8%8e%e6%94%b6/6686	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e5%9b%bd%e9%99%85%e7%a8%8e%e6%94%b6/6686.html	(from https://www.careerplanwiki.com/major)
17:19:48	15689/15689	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:48%20GMT	https://www.careerplanwiki.com/wiki/%e9%87%91%e8%9e%8d%e5%ad%a6/3722	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e9%87%91%e8%9e%8d%e5%ad%a6/3722.html	(from https://www.careerplanwiki.com/major)
17:19:48	16259/16259	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:48%20GMT	https://www.careerplanwiki.com/wiki/%e9%87%91%e8%9e%8d%e5%b7%a5%e7%a8%8b/3723	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e9%87%91%e8%9e%8d%e5%b7%a5%e7%a8%8b/3723.html	(from https://www.careerplanwiki.com/major)
17:19:48	15942/15942	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:48%20GMT	https://www.careerplanwiki.com/wiki/%e4%bf%9d%e9%99%a9%e5%ad%a6/3724	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e4%bf%9d%e9%99%a9%e5%ad%a6/3724.html	(from https://www.careerplanwiki.com/major)
17:19:49	16194/16194	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:49%20GMT	https://www.careerplanwiki.com/wiki/%e6%8a%95%e8%b5%84%e5%ad%a6/3725	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e6%8a%95%e8%b5%84%e5%ad%a6/3725.html	(from https://www.careerplanwiki.com/major)
17:19:49	15547/15547	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:49%20GMT	https://www.careerplanwiki.com/wiki/%e9%87%91%e8%9e%8d%e6%95%b0%e5%ad%a6/3726	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e9%87%91%e8%9e%8d%e6%95%b0%e5%ad%a6/3726.html	(from https://www.careerplanwiki.com/major)
17:19:49	15577/15577	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:49%20GMT	https://www.careerplanwiki.com/wiki/%e4%bf%a1%e7%94%a8%e7%ae%a1%e7%90%86/3727	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e4%bf%a1%e7%94%a8%e7%ae%a1%e7%90%86/3727.html	(from https://www.careerplanwiki.com/major)
17:19:49	15672/15672	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:49%20GMT	https://www.careerplanwiki.com/wiki/%e7%bb%8f%e6%b5%8e%e4%b8%8e%e9%87%91%e8%9e%8d/3728	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e7%bb%8f%e6%b5%8e%e4%b8%8e%e9%87%91%e8%9e%8d/3728.html	(from https://www.careerplanwiki.com/major)
17:19:50	13120/13120	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:50%20GMT	https://www.careerplanwiki.com/wiki/%e7%b2%be%e7%ae%97%e5%ad%a6/6692	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e7%b2%be%e7%ae%97%e5%ad%a6/6692.html	(from https://www.careerplanwiki.com/major)
17:19:50	13175/13175	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:50%20GMT	https://www.careerplanwiki.com/wiki/%e4%ba%92%e8%81%94%e7%bd%91%e9%87%91%e8%9e%8d/6637	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e4%ba%92%e8%81%94%e7%bd%91%e9%87%91%e8%9e%8d/6637.html	(from https://www.careerplanwiki.com/major)
17:19:50	13160/13160	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:50%20GMT	https://www.careerplanwiki.com/wiki/%e9%87%91%e8%9e%8d%e7%a7%91%e6%8a%80/6636	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e9%87%91%e8%9e%8d%e7%a7%91%e6%8a%80/6636.html	(from https://www.careerplanwiki.com/major)
17:19:50	15813/15813	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:50%20GMT	https://www.careerplanwiki.com/wiki/%e7%bb%8f%e6%b5%8e%e5%ad%a6/3729	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e7%bb%8f%e6%b5%8e%e5%ad%a6/3729.html	(from https://www.careerplanwiki.com/major)
17:19:50	16224/16224	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:50%20GMT	https://www.careerplanwiki.com/wiki/%e7%bb%8f%e6%b5%8e%e7%bb%9f%e8%ae%a1%e5%ad%a6/3730	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e7%bb%8f%e6%b5%8e%e7%bb%9f%e8%ae%a1%e5%ad%a6/3730.html	(from https://www.careerplanwiki.com/major)
17:19:51	15120/15120	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:51%20GMT	https://www.careerplanwiki.com/wiki/%e5%9b%bd%e6%b0%91%e7%bb%8f%e6%b5%8e%e7%ae%a1%e7%90%86/3731	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e5%9b%bd%e6%b0%91%e7%bb%8f%e6%b5%8e%e7%ae%a1%e7%90%86/3731.html	(from https://www.careerplanwiki.com/major)
17:19:51	15896/15896	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:51%20GMT	https://www.careerplanwiki.com/wiki/%e8%b5%84%e6%ba%90%e4%b8%8e%e7%8e%af%e5%a2%83%e7%bb%8f%e6%b5%8e%e5%ad%a6/3732	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e8%b5%84%e6%ba%90%e4%b8%8e%e7%8e%af%e5%a2%83%e7%bb%8f%e6%b5%8e%e5%ad%a6/3732.html	(from https://www.careerplanwiki.com/major)
17:19:51	15277/15277	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:51%20GMT	https://www.careerplanwiki.com/wiki/%e5%95%86%e5%8a%a1%e7%bb%8f%e6%b5%8e%e5%ad%a6/3733	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e5%95%86%e5%8a%a1%e7%bb%8f%e6%b5%8e%e5%ad%a6/3733.html	(from https://www.careerplanwiki.com/major)
17:19:51	15205/15205	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:51%20GMT	https://www.careerplanwiki.com/wiki/%e8%83%bd%e6%ba%90%e7%bb%8f%e6%b5%8e/3734	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e8%83%bd%e6%ba%90%e7%bb%8f%e6%b5%8e/3734.html	(from https://www.careerplanwiki.com/major)
17:19:52	13616/13616	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:52%20GMT	https://www.careerplanwiki.com/wiki/%e5%8a%b3%e5%8a%a8%e7%bb%8f%e6%b5%8e%e5%ad%a6/6644	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e5%8a%b3%e5%8a%a8%e7%bb%8f%e6%b5%8e%e5%ad%a6/6644.html	(from https://www.careerplanwiki.com/major)
17:19:52	13664/13664	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:52%20GMT	https://www.careerplanwiki.com/wiki/%e7%bb%8f%e6%b5%8e%e5%b7%a5%e7%a8%8b/6642	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e7%bb%8f%e6%b5%8e%e5%b7%a5%e7%a8%8b/6642.html	(from https://www.careerplanwiki.com/major)
17:19:52	13761/13761	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:52%20GMT	https://www.careerplanwiki.com/wiki/%e6%95%b0%e5%ad%97%e7%bb%8f%e6%b5%8e/6639	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e6%95%b0%e5%ad%97%e7%bb%8f%e6%b5%8e/6639.html	(from https://www.careerplanwiki.com/major)
17:19:52	15943/15943	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:52%20GMT	https://www.careerplanwiki.com/wiki/%e5%9b%bd%e9%99%85%e7%bb%8f%e6%b5%8e%e4%b8%8e%e8%b4%b8%e6%98%93/3735	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e5%9b%bd%e9%99%85%e7%bb%8f%e6%b5%8e%e4%b8%8e%e8%b4%b8%e6%98%93/3735.html	(from https://www.careerplanwiki.com/major)
17:19:53	15810/15810	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:53%20GMT	https://www.careerplanwiki.com/wiki/%e8%b4%b8%e6%98%93%e7%bb%8f%e6%b5%8e/3736	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e8%b4%b8%e6%98%93%e7%bb%8f%e6%b5%8e/3736.html	(from https://www.careerplanwiki.com/major)
17:19:53	13110/13110	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:53%20GMT	https://www.careerplanwiki.com/wiki/%e5%9b%bd%e9%99%85%e7%bb%8f%e6%b5%8e%e5%8f%91%e5%b1%95%e5%90%88%e4%bd%9c/6564	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e5%9b%bd%e9%99%85%e7%bb%8f%e6%b5%8e%e5%8f%91%e5%b1%95%e5%90%88%e4%bd%9c/6564.html	(from https://www.careerplanwiki.com/major)
17:19:53	15256/15256	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Sep%202025%2009:19:53%20GMT	https://www.careerplanwiki.com/wiki/%e6%b3%95%e5%ad%a6/3737	C:/My%20Websites/%e8%81%8c%e4%b8%9a%e7%99%be%e7%a7%91/www.careerplanwiki.com/wiki/%e6%b3%95%e5%ad%a6/3737.html	(from https://www.careerplanwiki.com/major)
